client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
2,2,5,1.0,1,13,0,0.0
2,2,5,1.0,3,46,0,0.0
2,2,5,1.0,-1,78,1,0.01282051282051282
4,2,7,2.0,1,10,0,0.0
4,2,7,2.0,3,65,1,0.015384615384615385
4,2,7,2.0,-1,65,1,0.015384615384615385
